epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,16003,1.13078,0.89501,0.68774,0.57818,0.46669,0.48797,0.30709,0.29822,2.19652,0.92572,0.69122,0.00648,0.00648,0.00648
134,16123.3,1.15708,0.89703,0.68643,0.58005,0.46615,0.48809,0.30756,0.29808,2.19537,0.9256,0.69109,0.00645333,0.00645333,0.00645333
135,16243.3,1.13507,0.89734,0.68639,0.57849,0.46826,0.48832,0.30746,0.29784,2.19366,0.92537,0.691,0.00642667,0.00642667,0.00642667
136,16363.6,1.12987,0.89684,0.68507,0.5772,0.46783,0.48836,0.30721,0.29801,2.1933,0.92514,0.69096,0.0064,0.0064,0.0064
137,16484.6,1.14925,0.89871,0.68635,0.5774,0.46804,0.48778,0.307,0.29771,2.19219,0.9248,0.69085,0.00637333,0.00637333,0.00637333
138,16604.8,1.11893,0.88823,0.68508,0.57652,0.4683,0.4877,0.30677,0.29721,2.19213,0.92487,0.69084,0.00634667,0.00634667,0.00634667
139,16725.1,1.12141,0.89013,0.68359,0.57583,0.46768,0.48787,0.30597,0.29708,2.19131,0.92453,0.69076,0.00632,0.00632,0.00632
140,16846.1,1.11624,0.89167,0.68414,0.5759,0.46854,0.48813,0.30615,0.2972,2.19067,0.92436,0.6907,0.00629333,0.00629333,0.00629333
141,16965.9,1.11884,0.88577,0.68396,0.57813,0.4686,0.48831,0.30707,0.29757,2.19017,0.92405,0.69069,0.00626667,0.00626667,0.00626667
142,17086.7,1.0962,0.88357,0.68417,0.57625,0.46807,0.48858,0.30658,0.29762,2.18878,0.92393,0.6906,0.00624,0.00624,0.00624
143,17206.9,1.13285,0.87066,0.68151,0.57709,0.469,0.48856,0.30658,0.29772,2.18778,0.92405,0.69053,0.00621333,0.00621333,0.00621333
144,17326.8,1.11347,0.87353,0.68096,0.57596,0.46951,0.48803,0.30605,0.29762,2.18696,0.92339,0.69049,0.00618667,0.00618667,0.00618667
145,17447.1,1.13427,0.87614,0.68222,0.57856,0.46738,0.48833,0.3066,0.29765,2.18648,0.92354,0.69037,0.00616,0.00616,0.00616
146,17567.5,1.12938,0.87075,0.68309,0.57738,0.4685,0.48788,0.30683,0.29753,2.18637,0.92323,0.69033,0.00613333,0.00613333,0.00613333
147,17688.2,1.14291,0.87094,0.68179,0.57244,0.47209,0.4879,0.30697,0.29759,2.18524,0.92279,0.69025,0.00610667,0.00610667,0.00610667
148,17807.9,1.12062,0.87646,0.682,0.57299,0.47042,0.48806,0.30678,0.29761,2.18547,0.92245,0.69017,0.00608,0.00608,0.00608
149,17928.5,1.13537,0.8733,0.68346,0.57471,0.46972,0.48803,0.30655,0.29741,2.18481,0.9222,0.69007,0.00605333,0.00605333,0.00605333
150,18048.4,1.09679,0.863,0.68102,0.5739,0.47055,0.4883,0.3073,0.29756,2.18477,0.92186,0.69001,0.00602667,0.00602667,0.00602667
151,18168.6,1.13671,0.86792,0.68268,0.57215,0.47118,0.48825,0.30698,0.2975,2.18396,0.92202,0.68999,0.006,0.006,0.006
152,18288.7,1.12985,0.86507,0.68236,0.57426,0.47092,0.48864,0.30712,0.29788,2.18264,0.92186,0.68994,0.00597333,0.00597333,0.00597333
153,18409,1.08152,0.8688,0.67977,0.57637,0.47001,0.48853,0.30673,0.29777,2.18273,0.92159,0.68999,0.00594667,0.00594667,0.00594667
154,18529.7,1.13748,0.86616,0.6833,0.58012,0.46828,0.48836,0.30617,0.29785,2.18184,0.92151,0.68999,0.00592,0.00592,0.00592
155,18649.8,1.10034,0.85906,0.67951,0.57756,0.46955,0.48822,0.30723,0.29788,2.18069,0.92138,0.68995,0.00589333,0.00589333,0.00589333
156,18769.6,1.11163,0.86699,0.6823,0.57935,0.46844,0.48847,0.30733,0.2983,2.17987,0.92129,0.68993,0.00586667,0.00586667,0.00586667
157,18890.2,1.06456,0.8536,0.67921,0.58185,0.46795,0.48847,0.30849,0.29844,2.17927,0.92111,0.68984,0.00584,0.00584,0.00584
158,19010.2,1.08985,0.85444,0.68122,0.58126,0.46935,0.48867,0.30838,0.29868,2.17852,0.92105,0.68979,0.00581333,0.00581333,0.00581333
159,19130.1,1.12804,0.85487,0.6773,0.57844,0.4712,0.48842,0.30863,0.29869,2.17722,0.92073,0.68977,0.00578667,0.00578667,0.00578667
160,19251,1.08344,0.8487,0.67642,0.57583,0.47319,0.48894,0.30858,0.29894,2.17659,0.92054,0.68973,0.00576,0.00576,0.00576
161,19371.3,1.14015,0.85636,0.67933,0.57472,0.47249,0.48894,0.30812,0.29882,2.17635,0.92047,0.68966,0.00573333,0.00573333,0.00573333
162,19491.1,1.10225,0.85421,0.67769,0.57473,0.47293,0.48936,0.30833,0.299,2.17623,0.92044,0.68961,0.00570667,0.00570667,0.00570667
163,19611.2,1.12348,0.85634,0.67644,0.5752,0.47274,0.48947,0.30801,0.29904,2.17537,0.92024,0.68957,0.00568,0.00568,0.00568
164,19731.7,1.09158,0.84988,0.67753,0.57716,0.47254,0.48968,0.30853,0.29926,2.17429,0.91997,0.68944,0.00565333,0.00565333,0.00565333
165,19851.6,1.09373,0.84991,0.67901,0.57912,0.47174,0.48977,0.30898,0.29946,2.17383,0.92012,0.6894,0.00562667,0.00562667,0.00562667
166,19972.2,1.06589,0.84529,0.67653,0.57961,0.4735,0.48973,0.30822,0.29929,2.17322,0.91992,0.68936,0.0056,0.0056,0.0056
167,20092.1,1.08462,0.85374,0.67785,0.57983,0.47379,0.48994,0.30792,0.29928,2.17268,0.91977,0.68926,0.00557333,0.00557333,0.00557333
168,20212.5,1.11393,0.8501,0.67818,0.58149,0.47274,0.49002,0.30796,0.2996,2.17159,0.91953,0.68928,0.00554667,0.00554667,0.00554667
