epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,55039.8,0.78743,1.02234,0.6793,0,0,0,0,0,0,0,0,0.00525333,0.00525333,0.00525333
180,55235.1,0.78669,1.0195,0.67705,0,0,0,0,0,0,0,0,0.00522667,0.00522667,0.00522667
181,55430.3,0.77563,1.02006,0.67888,0,0,0,0,0,0,0,0,0.0052,0.0052,0.0052
182,55625.8,0.79787,1.01644,0.67963,0,0,0,0,0,0,0,0,0.00517333,0.00517333,0.00517333
183,55820.7,0.78123,1.01227,0.67805,0,0,0,0,0,0,0,0,0.00514667,0.00514667,0.00514667
184,56016.4,0.79457,1.01794,0.67688,0,0,0,0,0,0,0,0,0.00512,0.00512,0.00512
185,56211.3,0.78988,1.01726,0.67848,0,0,0,0,0,0,0,0,0.00509333,0.00509333,0.00509333
186,56406.8,0.79775,1.00934,0.67909,0,0,0,0,0,0,0,0,0.00506667,0.00506667,0.00506667
187,56602.5,0.77185,1.0124,0.6816,0,0,0,0,0,0,0,0,0.00504,0.00504,0.00504
188,56797.9,0.76343,1.00477,0.67898,0,0,0,0,0,0,0,0,0.00501333,0.00501333,0.00501333
189,56993,0.78635,1.00917,0.679,0,0,0,0,0,0,0,0,0.00498667,0.00498667,0.00498667
190,57188.3,0.78477,0.99882,0.6759,0,0,0,0,0,0,0,0,0.00496,0.00496,0.00496
191,57384,0.7793,0.99663,0.67786,0,0,0,0,0,0,0,0,0.00493333,0.00493333,0.00493333
192,57579,0.76082,1.00326,0.67701,0,0,0,0,0,0,0,0,0.00490667,0.00490667,0.00490667
193,57774.2,0.76261,0.99879,0.6767,0,0,0,0,0,0,0,0,0.00488,0.00488,0.00488
194,57969.7,0.77834,1.00213,0.67966,0,0,0,0,0,0,0,0,0.00485333,0.00485333,0.00485333
195,58165.3,0.75253,1.00412,0.67707,0,0,0,0,0,0,0,0,0.00482667,0.00482667,0.00482667
196,58360.8,0.74373,1.00207,0.67618,0,0,0,0,0,0,0,0,0.0048,0.0048,0.0048
197,58555.8,0.75044,0.99366,0.67569,0,0,0,0,0,0,0,0,0.00477333,0.00477333,0.00477333
198,58751.5,0.76574,0.99607,0.67531,0,0,0,0,0,0,0,0,0.00474667,0.00474667,0.00474667
199,58947,0.79218,0.98858,0.6764,0,0,0,0,0,0,0,0,0.00472,0.00472,0.00472
200,59142.2,0.75598,0.99151,0.67406,0,0,0,0,0,0,0,0,0.00469333,0.00469333,0.00469333
201,59338.1,0.76174,0.99594,0.67597,0,0,0,0,0,0,0,0,0.00466667,0.00466667,0.00466667
202,59533.5,0.76572,0.98605,0.67363,0,0,0,0,0,0,0,0,0.00464,0.00464,0.00464
203,59728.9,0.74409,0.98331,0.67308,0,0,0,0,0,0,0,0,0.00461333,0.00461333,0.00461333
204,59924.5,0.78261,0.97957,0.67426,0,0,0,0,0,0,0,0,0.00458667,0.00458667,0.00458667
205,60120.3,0.76471,0.99109,0.67322,0,0,0,0,0,0,0,0,0.00456,0.00456,0.00456
206,60315.8,0.74764,0.97968,0.67442,0,0,0,0,0,0,0,0,0.00453333,0.00453333,0.00453333
207,60511.2,0.78215,0.99485,0.67723,0,0,0,0,0,0,0,0,0.00450667,0.00450667,0.00450667
208,60706.5,0.73109,0.983,0.67195,0,0,0,0,0,0,0,0,0.00448,0.00448,0.00448
209,60901.8,0.75174,0.97791,0.6705,0,0,0,0,0,0,0,0,0.00445333,0.00445333,0.00445333
210,61097.3,0.77553,0.96898,0.66987,0,0,0,0,0,0,0,0,0.00442667,0.00442667,0.00442667
211,61292.8,0.78251,0.9711,0.67236,0,0,0,0,0,0,0,0,0.0044,0.0044,0.0044
212,61488.1,0.79246,0.97871,0.67186,0,0,0,0,0,0,0,0,0.00437333,0.00437333,0.00437333
213,61683.5,0.78758,0.97426,0.67481,0,0,0,0,0,0,0,0,0.00434667,0.00434667,0.00434667
214,61879.4,0.77759,0.9632,0.67262,0,0,0,0,0,0,0,0,0.00432,0.00432,0.00432
215,62074.5,0.76967,0.96465,0.67215,0,0,0,0,0,0,0,0,0.00429333,0.00429333,0.00429333
216,62270.7,0.76334,0.9757,0.67335,0,0,0,0,0,0,0,0,0.00426667,0.00426667,0.00426667
217,62466.1,0.73595,0.96952,0.66986,0,0,0,0,0,0,0,0,0.00424,0.00424,0.00424
218,62661.5,0.76871,0.97247,0.67246,0,0,0,0,0,0,0,0,0.00421333,0.00421333,0.00421333
219,62857.3,0.7946,0.95719,0.67577,0,0,0,0,0,0,0,0,0.00418667,0.00418667,0.00418667
220,63052.8,0.75206,0.96519,0.67084,0,0,0,0,0,0,0,0,0.00416,0.00416,0.00416
221,63248.1,0.78124,0.96095,0.67052,0,0,0,0,0,0,0,0,0.00413333,0.00413333,0.00413333
222,63443.6,0.72846,0.95902,0.67069,0,0,0,0,0,0,0,0,0.00410667,0.00410667,0.00410667
223,63639.6,0.74878,0.95682,0.67188,0,0,0,0,0,0,0,0,0.00408,0.00408,0.00408
224,63834.9,0.78326,0.96687,0.6707,0,0,0,0,0,0,0,0,0.00405333,0.00405333,0.00405333
225,64030.5,0.74576,0.95925,0.67095,0,0,0,0,0,0,0,0,0.00402667,0.00402667,0.00402667
226,64225.7,0.74538,0.96175,0.6705,0,0,0,0,0,0,0,0,0.004,0.004,0.004
227,64421.6,0.79029,0.95694,0.67129,0,0,0,0,0,0,0,0,0.00397333,0.00397333,0.00397333
228,64616.8,0.76999,0.959,0.67081,0,0,0,0,0,0,0,0,0.00394667,0.00394667,0.00394667
229,64812.4,0.75765,0.95595,0.66751,0,0,0,0,0,0,0,0,0.00392,0.00392,0.00392
230,65007.6,0.77825,0.95123,0.67012,0,0,0,0,0,0,0,0,0.00389333,0.00389333,0.00389333
231,65203.1,0.76612,0.94642,0.66845,0,0,0,0,0,0,0,0,0.00386667,0.00386667,0.00386667
232,65398.7,0.75188,0.94196,0.66693,0,0,0,0,0,0,0,0,0.00384,0.00384,0.00384
